layer,ground_truth_prob,top_1_prob,category,prompt_id
0,6.102064276092278e-07,0.06218522787094116,painters,p_128
1,1.1940959154799202e-07,0.6494352221488953,painters,p_128
2,5.75778585698572e-07,0.3504742383956909,painters,p_128
3,7.20519551578036e-07,0.5922160744667053,painters,p_128
4,1.0987246241711546e-06,0.24420495331287384,painters,p_128
5,3.828239641734399e-06,0.04972163587808609,painters,p_128
6,6.323944035102613e-07,0.17690037190914154,painters,p_128
7,6.45282079858589e-06,0.12672191858291626,painters,p_128
8,3.900050614902284e-06,0.48234519362449646,painters,p_128
9,3.1940962799126282e-06,0.12132392823696136,painters,p_128
10,2.1402834136097226e-06,0.16042929887771606,painters,p_128
11,8.285190915557905e-07,0.5312914848327637,painters,p_128
12,1.601827221975327e-07,0.9134587645530701,painters,p_128
13,2.469035464969238e-08,0.9430971741676331,painters,p_128
14,4.4807633159393845e-09,0.9878276586532593,painters,p_128
15,8.094371395372946e-08,0.9377408027648926,painters,p_128
16,2.1704902763985956e-08,0.9349954128265381,painters,p_128
17,9.634315034645624e-08,0.7991392612457275,painters,p_128
18,5.917255307963387e-08,0.7804937362670898,painters,p_128
19,4.480121873484677e-08,0.945450484752655,painters,p_128
20,4.6029125400082194e-08,0.8615065217018127,painters,p_128
21,1.2495459600359027e-07,0.44609999656677246,painters,p_128
22,1.544354688576277e-07,0.6446980834007263,painters,p_128
23,6.574516646651318e-06,0.1833404302597046,painters,p_128
24,6.44172978354618e-05,0.10817781835794449,painters,p_128
25,0.0002925685839727521,0.053978390991687775,painters,p_128
26,1.2368359421088826e-05,0.7231535911560059,painters,p_128
27,2.2045423975214362e-05,0.18180793523788452,painters,p_128
0,3.268157655611503e-08,0.1311006397008896,painters,p_129
1,1.1214265072112539e-07,0.18183308839797974,painters,p_129
2,1.2763169365825888e-07,0.2238052636384964,painters,p_129
3,7.736368878852318e-09,0.33088409900665283,painters,p_129
4,4.911331785706352e-08,0.4618425667285919,painters,p_129
5,5.758854371151756e-08,0.381616473197937,painters,p_129
6,1.7783839956209135e-09,0.7912788987159729,painters,p_129
7,1.2595892107114537e-09,0.1866522878408432,painters,p_129
8,2.6463140567756227e-09,0.1020459309220314,painters,p_129
9,3.5858198632610083e-09,0.16285037994384766,painters,p_129
10,3.1931612909374962e-09,0.3647415339946747,painters,p_129
11,1.1816604583714252e-08,0.13766029477119446,painters,p_129
12,1.814607131223056e-09,0.24001939594745636,painters,p_129
13,9.643139620152397e-09,0.4456254541873932,painters,p_129
14,3.942736803708158e-09,0.08139324933290482,painters,p_129
15,4.007270959505149e-08,0.049653805792331696,painters,p_129
16,4.4990432712666006e-08,0.09908073395490646,painters,p_129
17,2.2588716674931675e-08,0.1668155938386917,painters,p_129
18,4.888028826144364e-08,0.1784321665763855,painters,p_129
19,4.477514892187173e-08,0.19655635952949524,painters,p_129
20,9.13964726123595e-09,0.7277222275733948,painters,p_129
21,7.1029582215942355e-09,0.8016075491905212,painters,p_129
22,3.1603111239064674e-08,0.505818247795105,painters,p_129
23,2.3886464362021798e-08,0.8440845012664795,painters,p_129
24,2.224114012960854e-07,0.45117488503456116,painters,p_129
25,7.383354159173905e-07,0.05656522139906883,painters,p_129
26,1.6286639947793446e-05,0.31978631019592285,painters,p_129
27,0.0001067600678652525,0.261069655418396,painters,p_129
0,6.442203992484963e-10,0.1374797224998474,painters,p_130
1,8.833834996835321e-09,0.24255944788455963,painters,p_130
2,1.0041923736991976e-08,0.11984886974096298,painters,p_130
3,9.508431375593318e-09,0.19270853698253632,painters,p_130
4,4.077725535012178e-08,0.12004812806844711,painters,p_130
5,4.9364793142103736e-08,0.18764670193195343,painters,p_130
6,1.496373336351553e-08,0.3351820409297943,painters,p_130
7,9.278218016106621e-08,0.271417498588562,painters,p_130
8,3.5094245731670526e-08,0.7406796813011169,painters,p_130
9,1.3050029679106956e-07,0.3270409405231476,painters,p_130
10,6.152922793489779e-08,0.41494452953338623,painters,p_130
11,8.443259957857663e-08,0.5255287885665894,painters,p_130
