layer,category,ground_truth_prob,top_1_prob
24,landmarks,0.0001605891264186111,0.04751405017450447
24,movies,8.574677946691342e-05,0.14192670558761686
24,painters,6.350077416275976e-06,0.09414757322520013
25,dances,7.662028876186534e-06,0.05003967085529276
25,indigenous_peoples,2.0029050154746822e-05,0.15699475857525547
25,landmarks,0.0009686702601167309,0.07847339653720455
25,movies,5.5927077077357966e-05,0.16365817207939073
25,painters,1.075582335171735e-05,0.10109505393276254
26,dances,8.89331120189774e-06,0.049341757802049704
26,indigenous_peoples,3.29947793914619e-05,0.11495285119925588
26,landmarks,0.0011548905764470674,0.06267865107705191
26,movies,0.00013512491670539112,0.11591483619947406
26,painters,1.4395956600510248e-05,0.07888341721679479
27,dances,1.288314638514006e-05,0.10354489782501171
27,indigenous_peoples,2.471403214287462e-05,0.10038844174063151
27,landmarks,0.006655855126503699,0.15964613879720366
27,movies,0.0001454317656886605,0.14320610894715965
27,painters,1.169142332051771e-05,0.09832612262107428
28,dances,6.50323708074945e-06,0.417175712549816
28,indigenous_peoples,8.348686911709186e-05,0.2111210838634649
28,landmarks,0.004456948420315604,0.45223481928308806
28,movies,0.00013106293660218642,0.4005836657699697
28,painters,7.290932453456784e-06,0.3382707558173154
29,dances,8.59704701367109e-06,0.48761592491570377
29,indigenous_peoples,9.155257122433485e-05,0.23961152810731837
29,landmarks,0.004471949766727324,0.507042761395375
29,movies,0.0001545679045404786,0.4155253812085031
29,painters,8.778861271580801e-06,0.32501044942598256
30,dances,0.00014047894377957612,0.512529114747177
30,indigenous_peoples,0.0005368399123539145,0.3139612040771493
30,landmarks,0.0008206033654241994,0.43431098411480584
30,movies,4.826722253434987e-05,0.4421975491664459
30,painters,3.5923662112960893e-06,0.462976334882634
31,dances,0.00022365365168843621,0.25321442585276516
31,indigenous_peoples,7.205138957961933e-05,0.212455332150747
31,landmarks,0.00023424783349240664,0.3310384174187978
31,movies,2.347255525288077e-05,0.23345868512219986
31,painters,8.790274264924847e-06,0.20571405028126066
