layer,ground_truth_prob,top_1_prob,region,prompt_id
0,2.164317720598774e-06,0.024951139464974403,latam,p_2823
1,9.06814238987863e-06,0.012487553060054779,latam,p_2823
2,9.596523113941657e-07,0.03730488196015358,latam,p_2823
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2823
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2823
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2823
6,3.153908983222209e-05,0.04788542538881302,latam,p_2823
7,7.960525181260891e-06,0.05363592505455017,latam,p_2823
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2823
9,3.982261205237592e-06,0.021869244053959846,latam,p_2823
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2823
11,4.199344857624965e-06,0.09638016670942307,latam,p_2823
12,3.518431185511872e-06,0.03868946433067322,latam,p_2823
13,4.875385002378607e-07,0.008207375183701515,latam,p_2823
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2823
15,6.919734119037457e-07,0.00839609932154417,latam,p_2823
16,2.256871312056319e-06,0.007480320520699024,latam,p_2823
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2823
18,3.101195261479006e-06,0.09993050992488861,latam,p_2823
19,4.033780896861572e-06,0.05027802288532257,latam,p_2823
20,5.244244675850496e-06,0.0452020987868309,latam,p_2823
21,3.649131713245879e-06,0.07884914427995682,latam,p_2823
22,3.587405080907047e-05,0.152626633644104,latam,p_2823
23,1.292851629841607e-05,0.09784360229969025,latam,p_2823
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2823
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2823
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2823
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2823
28,2.464024510118179e-05,0.14457392692565918,latam,p_2823
29,5.6770122682792135e-06,0.168451726436615,latam,p_2823
30,5.228517352406925e-07,0.3327396810054779,latam,p_2823
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2823
0,2.164317720598774e-06,0.024951139464974403,latam,p_2824
1,9.06814238987863e-06,0.012487553060054779,latam,p_2824
2,9.596523113941657e-07,0.03730488196015358,latam,p_2824
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2824
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2824
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2824
6,3.153908983222209e-05,0.04788542538881302,latam,p_2824
7,7.960525181260891e-06,0.05363592505455017,latam,p_2824
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2824
9,3.982261205237592e-06,0.021869244053959846,latam,p_2824
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2824
11,4.199344857624965e-06,0.09638016670942307,latam,p_2824
12,3.518431185511872e-06,0.03868946433067322,latam,p_2824
13,4.875385002378607e-07,0.008207375183701515,latam,p_2824
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2824
15,6.919734119037457e-07,0.00839609932154417,latam,p_2824
16,2.256871312056319e-06,0.007480320520699024,latam,p_2824
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2824
18,3.101195261479006e-06,0.09993050992488861,latam,p_2824
19,4.033780896861572e-06,0.05027802288532257,latam,p_2824
20,5.244244675850496e-06,0.0452020987868309,latam,p_2824
21,3.649131713245879e-06,0.07884914427995682,latam,p_2824
22,3.587405080907047e-05,0.152626633644104,latam,p_2824
23,1.292851629841607e-05,0.09784360229969025,latam,p_2824
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2824
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2824
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2824
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2824
28,2.464024510118179e-05,0.14457392692565918,latam,p_2824
29,5.6770122682792135e-06,0.168451726436615,latam,p_2824
30,5.228517352406925e-07,0.3327396810054779,latam,p_2824
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2824
0,2.164317720598774e-06,0.024951139464974403,latam,p_2825
1,9.06814238987863e-06,0.012487553060054779,latam,p_2825
2,9.596523113941657e-07,0.03730488196015358,latam,p_2825
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2825
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2825
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2825
6,3.153908983222209e-05,0.04788542538881302,latam,p_2825
7,7.960525181260891e-06,0.05363592505455017,latam,p_2825
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2825
9,3.982261205237592e-06,0.021869244053959846,latam,p_2825
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2825
11,4.199344857624965e-06,0.09638016670942307,latam,p_2825
12,3.518431185511872e-06,0.03868946433067322,latam,p_2825
13,4.875385002378607e-07,0.008207375183701515,latam,p_2825
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2825
15,6.919734119037457e-07,0.00839609932154417,latam,p_2825
16,2.256871312056319e-06,0.007480320520699024,latam,p_2825
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2825
18,3.101195261479006e-06,0.09993050992488861,latam,p_2825
19,4.033780896861572e-06,0.05027802288532257,latam,p_2825
20,5.244244675850496e-06,0.0452020987868309,latam,p_2825
21,3.649131713245879e-06,0.07884914427995682,latam,p_2825
22,3.587405080907047e-05,0.152626633644104,latam,p_2825
23,1.292851629841607e-05,0.09784360229969025,latam,p_2825
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2825
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2825
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2825
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2825
28,2.464024510118179e-05,0.14457392692565918,latam,p_2825
29,5.6770122682792135e-06,0.168451726436615,latam,p_2825
30,5.228517352406925e-07,0.3327396810054779,latam,p_2825
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2825
0,2.164317720598774e-06,0.024951139464974403,latam,p_2826
1,9.06814238987863e-06,0.012487553060054779,latam,p_2826
2,9.596523113941657e-07,0.03730488196015358,latam,p_2826
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2826
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2826
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2826
6,3.153908983222209e-05,0.04788542538881302,latam,p_2826
7,7.960525181260891e-06,0.05363592505455017,latam,p_2826
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2826
9,3.982261205237592e-06,0.021869244053959846,latam,p_2826
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2826
11,4.199344857624965e-06,0.09638016670942307,latam,p_2826
12,3.518431185511872e-06,0.03868946433067322,latam,p_2826
13,4.875385002378607e-07,0.008207375183701515,latam,p_2826
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2826
15,6.919734119037457e-07,0.00839609932154417,latam,p_2826
16,2.256871312056319e-06,0.007480320520699024,latam,p_2826
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2826
18,3.101195261479006e-06,0.09993050992488861,latam,p_2826
19,4.033780896861572e-06,0.05027802288532257,latam,p_2826
20,5.244244675850496e-06,0.0452020987868309,latam,p_2826
21,3.649131713245879e-06,0.07884914427995682,latam,p_2826
22,3.587405080907047e-05,0.152626633644104,latam,p_2826
23,1.292851629841607e-05,0.09784360229969025,latam,p_2826
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2826
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2826
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2826
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2826
28,2.464024510118179e-05,0.14457392692565918,latam,p_2826
29,5.6770122682792135e-06,0.168451726436615,latam,p_2826
30,5.228517352406925e-07,0.3327396810054779,latam,p_2826
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2826
0,2.164317720598774e-06,0.024951139464974403,latam,p_2827
1,9.06814238987863e-06,0.012487553060054779,latam,p_2827
2,9.596523113941657e-07,0.03730488196015358,latam,p_2827
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2827
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2827
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2827
6,3.153908983222209e-05,0.04788542538881302,latam,p_2827
7,7.960525181260891e-06,0.05363592505455017,latam,p_2827
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2827
9,3.982261205237592e-06,0.021869244053959846,latam,p_2827
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2827
11,4.199344857624965e-06,0.09638016670942307,latam,p_2827
12,3.518431185511872e-06,0.03868946433067322,latam,p_2827
13,4.875385002378607e-07,0.008207375183701515,latam,p_2827
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2827
15,6.919734119037457e-07,0.00839609932154417,latam,p_2827
16,2.256871312056319e-06,0.007480320520699024,latam,p_2827
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2827
18,3.101195261479006e-06,0.09993050992488861,latam,p_2827
19,4.033780896861572e-06,0.05027802288532257,latam,p_2827
20,5.244244675850496e-06,0.0452020987868309,latam,p_2827
21,3.649131713245879e-06,0.07884914427995682,latam,p_2827
22,3.587405080907047e-05,0.152626633644104,latam,p_2827
23,1.292851629841607e-05,0.09784360229969025,latam,p_2827
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2827
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2827
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2827
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2827
28,2.464024510118179e-05,0.14457392692565918,latam,p_2827
29,5.6770122682792135e-06,0.168451726436615,latam,p_2827
30,5.228517352406925e-07,0.3327396810054779,latam,p_2827
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2827
0,2.164317720598774e-06,0.024951139464974403,latam,p_2828
1,9.06814238987863e-06,0.012487553060054779,latam,p_2828
2,9.596523113941657e-07,0.03730488196015358,latam,p_2828
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2828
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2828
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2828
6,3.153908983222209e-05,0.04788542538881302,latam,p_2828
7,7.960525181260891e-06,0.05363592505455017,latam,p_2828
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2828
9,3.982261205237592e-06,0.021869244053959846,latam,p_2828
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2828
11,4.199344857624965e-06,0.09638016670942307,latam,p_2828
12,3.518431185511872e-06,0.03868946433067322,latam,p_2828
13,4.875385002378607e-07,0.008207375183701515,latam,p_2828
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2828
15,6.919734119037457e-07,0.00839609932154417,latam,p_2828
16,2.256871312056319e-06,0.007480320520699024,latam,p_2828
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2828
18,3.101195261479006e-06,0.09993050992488861,latam,p_2828
19,4.033780896861572e-06,0.05027802288532257,latam,p_2828
20,5.244244675850496e-06,0.0452020987868309,latam,p_2828
21,3.649131713245879e-06,0.07884914427995682,latam,p_2828
22,3.587405080907047e-05,0.152626633644104,latam,p_2828
23,1.292851629841607e-05,0.09784360229969025,latam,p_2828
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2828
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2828
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2828
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2828
28,2.464024510118179e-05,0.14457392692565918,latam,p_2828
29,5.6770122682792135e-06,0.168451726436615,latam,p_2828
30,5.228517352406925e-07,0.3327396810054779,latam,p_2828
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2828
0,2.164317720598774e-06,0.024951139464974403,latam,p_2829
1,9.06814238987863e-06,0.012487553060054779,latam,p_2829
2,9.596523113941657e-07,0.03730488196015358,latam,p_2829
3,1.2953089481015923e-06,0.004721685778349638,latam,p_2829
4,1.4507560308629763e-06,0.01865851692855358,latam,p_2829
5,1.8315580746275373e-05,0.020052554085850716,latam,p_2829
6,3.153908983222209e-05,0.04788542538881302,latam,p_2829
7,7.960525181260891e-06,0.05363592505455017,latam,p_2829
8,1.3535523976315744e-05,0.02034279704093933,latam,p_2829
9,3.982261205237592e-06,0.021869244053959846,latam,p_2829
10,1.7344249272355228e-06,0.011823059991002083,latam,p_2829
11,4.199344857624965e-06,0.09638016670942307,latam,p_2829
12,3.518431185511872e-06,0.03868946433067322,latam,p_2829
13,4.875385002378607e-07,0.008207375183701515,latam,p_2829
14,1.6514579215254344e-07,0.00842041615396738,latam,p_2829
15,6.919734119037457e-07,0.00839609932154417,latam,p_2829
16,2.256871312056319e-06,0.007480320520699024,latam,p_2829
17,1.1576367796806153e-05,0.029957540333271027,latam,p_2829
18,3.101195261479006e-06,0.09993050992488861,latam,p_2829
19,4.033780896861572e-06,0.05027802288532257,latam,p_2829
20,5.244244675850496e-06,0.0452020987868309,latam,p_2829
21,3.649131713245879e-06,0.07884914427995682,latam,p_2829
22,3.587405080907047e-05,0.152626633644104,latam,p_2829
23,1.292851629841607e-05,0.09784360229969025,latam,p_2829
24,1.3117315575073007e-05,0.04343295469880104,latam,p_2829
25,1.7464772099629045e-05,0.02506452240049839,latam,p_2829
26,1.4423107131733559e-05,0.03646409884095192,latam,p_2829
27,2.7817724912893027e-05,0.05002520978450775,latam,p_2829
28,2.464024510118179e-05,0.14457392692565918,latam,p_2829
29,5.6770122682792135e-06,0.168451726436615,latam,p_2829
30,5.228517352406925e-07,0.3327396810054779,latam,p_2829
31,1.3801546572267398e-07,0.1688748151063919,latam,p_2829
0,2.206918907177169e-06,0.026507413014769554,latam,p_2830
1,3.018631673512573e-07,0.015333695337176323,latam,p_2830
2,6.534433794058714e-08,0.008162261918187141,latam,p_2830
3,7.523429701450368e-08,0.009853632189333439,latam,p_2830
4,2.1833679753058277e-08,0.010723015293478966,latam,p_2830
5,2.356279171777942e-09,0.02629932574927807,latam,p_2830
6,2.179353408848783e-08,0.053485121577978134,latam,p_2830
7,8.087409852919336e-09,0.08072242885828018,latam,p_2830
8,4.0653813648816595e-09,0.14651226997375488,latam,p_2830
9,5.663907121089551e-09,0.020126407966017723,latam,p_2830
10,1.295370144482888e-09,0.034498751163482666,latam,p_2830
11,9.975500425696282e-10,0.019115684553980827,latam,p_2830
12,5.997744523256188e-09,0.07044997066259384,latam,p_2830
13,7.436502968971581e-09,0.011757707223296165,latam,p_2830
14,9.652691979056272e-10,0.012839182280004025,latam,p_2830
15,2.0657626720321787e-09,0.015174906700849533,latam,p_2830
16,9.541341050578467e-09,0.02077833190560341,latam,p_2830
17,7.097300880332114e-08,0.025161124765872955,latam,p_2830
18,1.2206510291434824e-07,0.016662895679473877,latam,p_2830
19,3.90927894500237e-08,0.02380015142261982,latam,p_2830
20,7.950095692876857e-08,0.016181835904717445,latam,p_2830
21,1.0556735219324764e-07,0.2259638011455536,latam,p_2830
22,1.4522480284995254e-07,0.22247503697872162,latam,p_2830
23,2.39173260752068e-07,0.09546912461519241,latam,p_2830
24,1.1809852367150597e-06,0.05963699147105217,latam,p_2830
25,1.8403943613520823e-06,0.05698615312576294,latam,p_2830
26,1.5426410300278803e-06,0.15688744187355042,latam,p_2830
27,3.121737336186925e-06,0.1735469251871109,latam,p_2830
28,5.4180241022550035e-06,0.10320722311735153,latam,p_2830
29,1.1239917512284592e-06,0.07705698907375336,latam,p_2830
30,2.8672233383986168e-05,0.31071075797080994,latam,p_2830
31,3.309289604658261e-05,0.1774383783340454,latam,p_2830
0,1.2839504961448256e-06,0.02690412476658821,latam,p_2831
1,3.342180434628972e-06,0.013753063045442104,latam,p_2831
2,6.725398634443991e-06,0.009883745573461056,latam,p_2831
3,2.0569224943756126e-05,0.017010394483804703,latam,p_2831
4,6.221699732122943e-05,0.009614436887204647,latam,p_2831
5,9.282635801355354e-06,0.03235720843076706,latam,p_2831
6,8.15346140825568e-07,0.02191217616200447,latam,p_2831
7,8.195504506147699e-07,0.05121365934610367,latam,p_2831
8,1.7648609400566784e-06,0.05631813034415245,latam,p_2831
9,1.2938227200720576e-06,0.02189778909087181,latam,p_2831
10,6.597214792236628e-07,0.02546490728855133,latam,p_2831
11,4.779086793860188e-06,0.02049853466451168,latam,p_2831
12,1.2649898053496145e-06,0.01230241172015667,latam,p_2831
13,1.4361224884851254e-06,0.010507479310035706,latam,p_2831
14,7.85903068845073e-07,0.014647304080426693,latam,p_2831
15,4.179300674422848e-07,0.02046460099518299,latam,p_2831
16,2.9373120469244896e-06,0.007647719234228134,latam,p_2831
17,2.022750322794309e-06,0.00935701560229063,latam,p_2831
18,3.4057757147820666e-06,0.020590323954820633,latam,p_2831
19,3.652765826700488e-06,0.04771088808774948,latam,p_2831
20,2.5968265617848374e-06,0.19498001039028168,latam,p_2831
21,1.4397369341168087e-05,0.05821653828024864,latam,p_2831
22,2.8219001251272857e-05,0.13345028460025787,latam,p_2831
23,6.119399040471762e-05,0.10586793720722198,latam,p_2831
