layer,ground_truth_prob,top_1_prob,region,prompt_id
0,4.236736970142374e-07,0.022753888741135597,latam,p_941
1,2.9009297008997237e-07,0.016000524163246155,latam,p_941
2,8.978894783240321e-08,0.01610608957707882,latam,p_941
3,4.7705366768013846e-08,0.023438554257154465,latam,p_941
4,1.2653451619826228e-08,0.02008756250143051,latam,p_941
5,3.3167307122994316e-08,0.010414793156087399,latam,p_941
6,1.4833582895334985e-07,0.016228649765253067,latam,p_941
7,2.2894187168276403e-06,0.008005529642105103,latam,p_941
8,3.4299569051654544e-07,0.011746041476726532,latam,p_941
9,2.42603050537582e-07,0.02051248401403427,latam,p_941
10,5.167525500837655e-07,0.025479134172201157,latam,p_941
11,5.657145720761037e-07,0.006098177284002304,latam,p_941
12,5.153449365025153e-07,0.005694950930774212,latam,p_941
13,5.731692453991855e-07,0.008804991841316223,latam,p_941
14,3.151100713694177e-07,0.012545270845293999,latam,p_941
15,4.6439751599791634e-07,0.03602750226855278,latam,p_941
16,3.975218874074926e-07,0.09390313178300858,latam,p_941
17,2.4912827711887076e-07,0.05078382417559624,latam,p_941
18,3.1032672609399015e-07,0.03972330316901207,latam,p_941
19,5.836897685185249e-07,0.08960279822349548,latam,p_941
20,2.9554712455137633e-07,0.10951924324035645,latam,p_941
21,7.400552703984431e-07,0.04579868167638779,latam,p_941
22,6.335818056868447e-07,0.04080852493643761,latam,p_941
23,1.3497407280738116e-06,0.050266265869140625,latam,p_941
24,7.72370924551069e-07,0.026243751868605614,latam,p_941
25,6.441858317884908e-07,0.03547133877873421,latam,p_941
26,1.1190458053533803e-06,0.10255813598632812,latam,p_941
27,1.1214201549591962e-06,0.13064968585968018,latam,p_941
28,8.910885185287043e-07,0.15607795119285583,latam,p_941
29,1.0190899502049433e-06,0.08744695037603378,latam,p_941
30,6.571718813574989e-07,0.30747178196907043,latam,p_941
31,1.3906820868214709e-06,0.10855736583471298,latam,p_941
0,1.535289470666612e-06,0.011536870151758194,latam,p_942
1,1.8077391814586008e-06,0.02040906436741352,latam,p_942
2,2.861347923044377e-07,0.014947407878935337,latam,p_942
3,3.135097585982294e-07,0.01245095580816269,latam,p_942
4,2.673828248589416e-06,0.009080584160983562,latam,p_942
5,8.66089180817653e-07,0.026406610384583473,latam,p_942
6,3.5735408232540067e-07,0.04408984258770943,latam,p_942
7,3.1340540829205565e-08,0.020298002287745476,latam,p_942
8,9.687406787861619e-08,0.024001469835639,latam,p_942
9,5.913106804200652e-08,0.03948867321014404,latam,p_942
10,1.0213553025550937e-07,0.015171831473708153,latam,p_942
11,1.0395027629783726e-06,0.0337395966053009,latam,p_942
12,3.018340066773817e-07,0.020441869273781776,latam,p_942
13,3.5260526942693105e-07,0.027005387470126152,latam,p_942
14,1.5664048191865731e-07,0.06788031756877899,latam,p_942
15,8.674808782416221e-08,0.005908841732889414,latam,p_942
16,2.0104977238588617e-08,0.014677532948553562,latam,p_942
17,2.1982138775911153e-08,0.00855596549808979,latam,p_942
18,4.185041291293601e-08,0.012865873984992504,latam,p_942
19,3.629412503869389e-08,0.022510213777422905,latam,p_942
20,6.775935190717064e-08,0.012617128901183605,latam,p_942
21,2.702022072753607e-07,0.009521683678030968,latam,p_942
22,3.1352578844234813e-07,0.015261947177350521,latam,p_942
23,1.007766854854708e-06,0.010661635547876358,latam,p_942
24,2.024561808866565e-06,0.04586012288928032,latam,p_942
25,2.1849264157935977e-06,0.01216118037700653,latam,p_942
26,1.5323799971156404e-06,0.0070924581959843636,latam,p_942
27,1.658235987633816e-06,0.0232516061514616,latam,p_942
28,3.1912472877593245e-06,0.027677375823259354,latam,p_942
29,2.7764306196331745e-06,0.06976412236690521,latam,p_942
30,4.5428619159793016e-06,0.07941237092018127,latam,p_942
31,4.321675817209325e-07,0.07246731966733932,latam,p_942
0,3.6763665320904693e-06,0.013035040348768234,latam,p_943
1,1.734141051201732e-06,0.01812315732240677,latam,p_943
2,4.7642348022236547e-07,0.017391568049788475,latam,p_943
3,1.5154648735915544e-07,0.023183651268482208,latam,p_943
4,5.813519976527459e-08,0.021863749250769615,latam,p_943
5,6.200589552918245e-08,0.010193901136517525,latam,p_943
6,6.142585789348232e-06,0.008141408674418926,latam,p_943
7,1.0378680599387735e-05,0.015455632470548153,latam,p_943
8,7.219073268061038e-07,0.014054981991648674,latam,p_943
9,3.049974850455328e-07,0.009997584857046604,latam,p_943
10,1.6264594648873754e-07,0.021855736151337624,latam,p_943
11,4.719559498767012e-08,0.024274274706840515,latam,p_943
12,4.303539924421784e-08,0.07239340245723724,latam,p_943
13,2.785801598292892e-07,0.008015541359782219,latam,p_943
14,3.5615087767837394e-07,0.013295860029757023,latam,p_943
15,2.1053959642358677e-07,0.009134476073086262,latam,p_943
16,4.4096842088947596e-07,0.013382703997194767,latam,p_943
17,2.031060830631759e-06,0.00930206011980772,latam,p_943
18,1.4081846302360645e-06,0.011505870148539543,latam,p_943
19,1.2480757050070679e-06,0.020339732989668846,latam,p_943
20,5.408932679529244e-07,0.008575673215091228,latam,p_943
21,1.3137783980710083e-06,0.01990855298936367,latam,p_943
22,9.884212204269716e-07,0.007885057479143143,latam,p_943
23,7.370505272774608e-07,0.021834881976246834,latam,p_943
24,1.523015612292511e-06,0.01622239500284195,latam,p_943
25,2.9303523660928477e-06,0.026127802208065987,latam,p_943
26,1.392523017784697e-06,0.007861246354877949,latam,p_943
27,1.8273315163241932e-06,0.04301277920603752,latam,p_943
28,4.6664740693813656e-06,0.10950242727994919,latam,p_943
29,1.8861132957681548e-06,0.127154141664505,latam,p_943
30,1.764935950632207e-05,0.12553979456424713,latam,p_943
31,7.937160262372345e-05,0.11572976410388947,latam,p_943
0,7.889698849794513e-07,0.017371291294693947,latam,p_944
1,7.525327987423225e-07,0.019848527386784554,latam,p_944
2,1.647529614956511e-07,0.008094328455626965,latam,p_944
3,1.1572429237105553e-08,0.011588498950004578,latam,p_944
4,2.3146321836975403e-07,0.01873668096959591,latam,p_944
5,2.0255836830074259e-07,0.02266080491244793,latam,p_944
6,2.4690196553933674e-08,0.010591663420200348,latam,p_944
7,3.337972742656348e-08,0.013950285501778126,latam,p_944
8,1.1503858843298076e-07,0.009391581639647484,latam,p_944
9,1.6430816174306528e-07,0.02278672158718109,latam,p_944
10,1.8982622123075998e-06,0.029903274029493332,latam,p_944
11,2.412366484350059e-06,0.009395087137818336,latam,p_944
12,1.78507743839873e-05,0.02301994152367115,latam,p_944
13,1.352114054498088e-06,0.08449747413396835,latam,p_944
14,1.0929198879239266e-06,0.020063132047653198,latam,p_944
15,1.7693040490485146e-06,0.01826808974146843,latam,p_944
16,7.10994470409787e-07,0.012066797353327274,latam,p_944
17,1.6770571846791427e-06,0.02406008541584015,latam,p_944
18,1.3957024975752574e-06,0.050572995096445084,latam,p_944
19,1.6198464436456561e-06,0.030499227344989777,latam,p_944
20,2.130203938577324e-06,0.012141868472099304,latam,p_944
21,5.604400939773768e-06,0.164873406291008,latam,p_944
22,8.133384653774556e-06,0.040633294731378555,latam,p_944
23,2.8951935746590607e-06,0.06844011694192886,latam,p_944
24,2.742425294854911e-06,0.07191719114780426,latam,p_944
25,2.1960809135634918e-06,0.051366548985242844,latam,p_944
26,2.6338777843193384e-06,0.07040286064147949,latam,p_944
27,3.932954768970376e-06,0.0790361687541008,latam,p_944
28,5.0964895308425184e-06,0.04870317131280899,latam,p_944
29,3.401670028324588e-06,0.23343682289123535,latam,p_944
30,1.3014204341743607e-05,0.30323123931884766,latam,p_944
31,2.257576306874398e-05,0.12154658883810043,latam,p_944
0,2.595283490336442e-07,0.02510255202651024,latam,p_945
1,1.1842835192510393e-06,0.012247538194060326,latam,p_945
2,7.087779749781475e-07,0.010862091556191444,latam,p_945
3,1.5167626088441466e-07,0.011189418844878674,latam,p_945
4,2.389666633462184e-06,0.01055348850786686,latam,p_945
5,1.7391035953551182e-06,0.00757742952555418,latam,p_945
